Chain,Token ID,image URL,Profile,Speed,Stamina,Defence,Special Move,Punch,Kick,Total,Skin,Eye Brow,Eye Lense,Eye Shapes,Hair,Lips,Gloves,Pants,Full Costumes,Shoes,Eyelid,Chest Tattoo,Arm Tattoo,Legs Tattoo,Glasses,Face Tattoo,Forehead Tattoo,Mustache,Chain
ETH,87,https://ik.imagekit.io/xanalia/breaking-down/v14/0019.png,Juggernaut,53,58,57,64,65,58,355,Burgundy,Flat - Silver,Crystal - Hazel Brown,Normal State - Burgundy,Elegant - Silver,Rasp Wicked,Dark Combat - Orange and Black,Twin-DR - Emrald Green and Black,,,,,,,,,,,
ETH,88,https://ik.imagekit.io/xanalia/breaking-down/v2/0245.png,Commando,47,64,63,58,51,74,357,Cacao,Wide Flat Edge - Pinkish Red,Medallion - Hazel Brown,Wave Rounded - Cacao,Long Spikes - Pinkish Red,Unicorn blood,,,Masao - Neon,Joggers High,,,,,,,,,
ETH,89,https://ik.imagekit.io/xanalia/breaking-down/v11/0335.png,Unstoppable,43,68,77,44,59,62,353,Porcelean,Mid Bulky Flat - Golden,Crystal - Amber Brown,Confident - Porcelean,Elegant - Golden,Double Espresso,,,Ban - Dark Blue,Formal,,Nature,Royal Dragon,,,Pointy Round,,,
ETH,90,https://ik.imagekit.io/xanalia/breaking-down/v5/0240.png,Rogue,61,50,63,58,73,52,357,Ivory,Medium Flat - Dark Brown,Mermaid - Ice Grey,Smart - Ivory,Side Straight Mid - Dark Brown,Teddy Bear,Highlight - Navy Blue and Black,W B R - Red and Black,,,,,,,,,,,
ETH,91,https://ik.imagekit.io/xanalia/breaking-down/v2/0005.png,Rogue,55,56,57,64,67,58,357,Ivory,Mid Bulky Flat - Pale Brown,Natural - Hazel,High Flat - Ivory,Decent - Pale Brown,Teddy Bear,Dark Combat - Orange and Black,Silver Shine - Yellowish Green and Silver,,,,,,,,,,,
ETH,92,https://ik.imagekit.io/xanalia/breaking-down/v9/0109.png,Killer,42,69,46,75,54,71,357,Golden Brown,Narrow Rounded - Dark Brown,Natural - Gemstone Green,Wavy - Golden Brown,Side Straight - Dark Brown,Chocolate Berries,Neo - Green and Black,Dark Strip - Cerulean Blue and White,,,,,,,,,,,
ETH,93,https://ik.imagekit.io/xanalia/breaking-down/v12/0342.png,Phoenix,55,56,55,66,67,58,357,Almond,Bulky Flat - Brownish Orange,Medallion - Hazel Brown,Thin Pointy - Almond,Waves - Brownish Orange,Candied Toffees,Highlight - Orange and Black,W B R - Cerulean Blue and Black,,,,,,,,,,,
ETH,94,https://ik.imagekit.io/xanalia/breaking-down/v1/0219.png,Juggernaut,43,68,65,56,53,70,355,Burgundy,Thin High Flat - Pinkish Red,Natural - Ice Grey,Mid Angled - Burgundy,Short Wild - Pinkish Red,Rasp Wicked,,,Lida - Walnut Bown,Capsule,,,,,,,,,
ETH,95,https://ik.imagekit.io/xanalia/breaking-down/v2/0201.png,Juggernaut,41,70,45,76,53,70,355,Burgundy,Mid Wave - Pinkish Red,Crystal - Hazel Brown,Mid Rounded - Burgundy,Dreadlock Long - Pinkish Red,Rasp Wicked,Highlight - Purple and Black,Dark Funk - Dark Magenta and White,,,,,,,,,,,
ETH,96,https://ik.imagekit.io/xanalia/breaking-down/v8/0127.png,Rogue,55,56,57,64,67,58,357,Ivory,Flat Edge - Dark Brown,Natural - Ice Grey,Mid Angled - Ivory,Decent - Dark Brown,Teddy Bear,Blaze - Green and Black,Dark Funk - Cerulean Blue and White,,,,,,,,,,,
ETH,97,https://ik.imagekit.io/xanalia/breaking-down/v14/0313.png,Warrior,61,50,59,62,71,52,355,Pale Ivory,Mid Bulky - Pale Brown,Natural - Hazel,Mid Angled - Pale Ivory,Elegant Fade - Pale Brown,Naturally Chic,Strips - Green and Black,Dark Strip - Emrald Green and White,,,,,,,,,,,
ETH,98,https://ik.imagekit.io/xanalia/breaking-down/v3/0206.png,Commando,49,62,55,66,63,62,357,Cacao,Bulky Rounded - Black,Natural - Amber Brown,Low Rounded - Cacao,Spikes - Black,Unicorn blood,Alpha - Yellow and Black,Twin-DR - Black,,,,Twin Wings,Howl,,,,,,
ETH,99,https://ik.imagekit.io/xanalia/breaking-down/v3/0114.png,Juggernaut,50,61,58,63,46,77,355,Burgundy,Thin Rounded - Pale Brown,Crystal - Jade Green,Innocence - Burgundy,Decent - Pale Brown,Rasp Wicked,,,Ban - White,High Fit,,,,,,,,,
ETH,100,https://ik.imagekit.io/xanalia/breaking-down/v4/0108.png,Phoenix,62,49,62,59,74,51,357,Almond,Medium Flat - Dark Brown,Crystal - Hazel Brown,Mid Angled - Almond,Full Slicked Back - Dark Brown,Candied Toffees,Neo-G - Magenta and Black,Neo-PW - Cerulean Blue and White,,,,,,,,,,,
ETH,101,https://ik.imagekit.io/xanalia/breaking-down/v9/0320.png,Phoenix,63,48,77,44,69,56,357,Almond,Low Curved - Black,Natural - Amber Brown,Round Flat - Almond,Elegant - Black,Candied Toffees,Double Dark - Orange and Black,Artistic - Cool Grey and White,,,,Leo,,,,Pointy Round,,,Chain Pendant
ETH,102,https://ik.imagekit.io/xanalia/breaking-down/v2/0041.png,Berserker,68,43,66,55,66,55,353,Sand,Thin Rounded - Pinkish Red,Mermaid - Blue,Thick Rounded - Sand,Spikes Top - Pinkish Red,Bronze Beauty,Double-X - Sea green and Black,Thin Strip - Cool Grey and White,,,Thin Rounded,,,,,,Tear Wing,,Crossed
ETH,103,https://ik.imagekit.io/xanalia/breaking-down/v11/0248.png,Berserker,41,70,45,76,53,68,353,Sand,Thin Flat - Bronze,Crystal - Hazel Brown,Confident - Sand,Side Straight - Bronze,Bronze Beauty,Neo-G - Red and Black,Neo-Y - Bluish Purple and Black,,,,,,,,,,,
ETH,104,https://ik.imagekit.io/xanalia/breaking-down/v1/0315.png,Unstoppable,65,46,59,62,71,50,353,Porcelean,Slight Rounded - Silver,Natural - Hazel,Calm - Porcelean,Side Straight - Silver,Double Espresso,Neo-G - Sea green and Black,Neo-P - Yellowish Green and Black,,,Low Flat,,,,,,,,
ETH,105,https://ik.imagekit.io/xanalia/breaking-down/v2/0376.png,Brawler,55,56,89,32,73,52,357,Umber,Flat Curve - Golden,Mermaid - Emrald Green,Low Rounded - Umber,Spikes - Golden,Madrid Deep,,,3 Piece Suite - Red,Casual Sneakers,,Twin Phoenix,Dragon,Inferno,,,,,
ETH,106,https://ik.imagekit.io/xanalia/breaking-down/v4/0339.png,Brawler,46,65,50,71,58,67,357,Umber,Thin Rounded - Pale Brown,Natural - Amber Brown,Nervous - Umber,Slicked Right - Pale Brown,Madrid Deep,Neo-G - Red and Black,Neo-PW - Yellowish Green and White,,,,,,,,,,,
ETH,107,https://ik.imagekit.io/xanalia/breaking-down/v14/0037.png,Brawler,54,57,58,63,66,59,357,Umber,Mid Bulky - Silver,Medallion - Ice Grey,Thick Angled - Umber,Dreadlock Long - Silver,Madrid Deep,Double Dark - Purple and Black,Neo-P - Magenta and Black,,,,,,,,,,,
ETH,108,https://ik.imagekit.io/xanalia/breaking-down/v9/0222.png,Juggernaut,57,54,61,60,69,54,355,Burgundy,Straight - Silver,Mermaid - Blue,Smart - Burgundy,Dreadlock - Silver,Rasp Wicked,Double-X - Sea green and Black,Thin Strip - Yellowish Green and White,,,,,,,,,,,
ETH,109,https://ik.imagekit.io/xanalia/breaking-down/v7/0181.png,Commando,48,63,76,45,50,75,357,Cacao,Thin High Flat - Black,Natural - Aqua,Wide Focused - Cacao,Short Wild - Black,Unicorn blood,,,3 Piece Suite - Dark Blue,Joggers,,,,Round Twist,,,,,
ETH,110,https://ik.imagekit.io/xanalia/breaking-down/v9/0297.png,Juggernaut,52,59,62,59,46,77,355,Burgundy,Bulky Rounded - Bronze,Crystal - Sterling Blue,Wide Focused - Burgundy,Casual - Bronze,Rasp Wicked,,,Satoru - Black,Joggers High,,Wings,,Inferno,,,,,
ETH,111,https://ik.imagekit.io/xanalia/breaking-down/v3/0104.png,Unstoppable,64,47,60,61,72,49,353,Porcelean,Curve - Silver,Medallion - Emrald Green,Nervous - Porcelean,Front Waves - Silver,Double Espresso,Alpha - Royal Blue and Black,Neo-PW - Black and White,,,,,,,,,,,
ETH,112,https://ik.imagekit.io/xanalia/breaking-down/v11/0152.png,Rogue,56,55,74,47,64,61,357,Ivory,Thin Flat - Dark Brown,Mermaid - Brown,High Flat - Ivory,Elegant - Dark Brown,Teddy Bear,,,Lida - Red,Casual Sneakers,,,,,,,,,
ETH,113,https://ik.imagekit.io/xanalia/breaking-down/v14/0420.png,Berserker,49,62,67,54,51,70,353,Sand,Thick Flat - Bronze,Mermaid - Emrald Green,Wide Focused - Sand,Dreadlock - Bronze,Bronze Beauty,,,Lida - Blue,Joggers,Short Low,,Wolf Spirit,Inferno,,,,,
ETH,114,https://ik.imagekit.io/xanalia/breaking-down/v7/0060.png,Juggernaut,53,58,73,48,61,62,355,Burgundy,Narrow Curved - Silver,Crystal - Ice Grey,Nervous - Burgundy,Dreadlock Long - Silver,Rasp Wicked,,,3 Piece Suite - Dark Black,Thick Base,,,,,,,,,
ETH,115,https://ik.imagekit.io/xanalia/breaking-down/v8/0298.png,Juggernaut,30,81,54,67,42,81,355,Burgundy,Point Flat Bulky - Pinkish Red,Mermaid - Emrald Green,Action Ready - Burgundy,Side Straight - Pinkish Red,Rasp Wicked,Dark Combat - Magenta and Black,Double - Cerulean Blue and White,,,,,Wolf Spirit,Wolf Spirit,,Pointy Round,,,
ETH,116,https://ik.imagekit.io/xanalia/breaking-down/v14/0245.png,Berserker,64,47,62,59,70,51,353,Sand,Flat - Silver,Crystal - Sterling Blue,Thick Rounded - Sand,Dreadlock Long - Silver,Bronze Beauty,Neo-G - Red and Black,W B R - Cerulean Blue and Black,,,Thin Rounded,,Wolf Spirit,,,,,,
ETH,117,https://ik.imagekit.io/xanalia/breaking-down/v8/0290.png,Warrior,84,27,82,39,86,37,355,Pale Ivory,Mid Bulky Flat - Silver,Crystal - Sterling Blue,Nervous - Pale Ivory,Waves - Silver,Naturally Chic,Double Dark - Orange and Black,Neo-P - Bluish Purple and Black,,,,,,,,,Fairy,,Crossed
ETH,118,https://ik.imagekit.io/xanalia/breaking-down/v10/0395.png,Brawler,43,68,57,64,65,60,357,Umber,Wide Flat Cut - Black,Medallion - Hazel Brown,High Flat - Umber,Elegant Fade - Black,Madrid Deep,Dark Combat - Magenta and Black,Class Gold - Deep Green and Black,,,,,,,,Pointy Round,,Bearded,
ETH,119,https://ik.imagekit.io/xanalia/breaking-down/v7/0074.png,Warrior,49,62,47,74,59,64,355,Pale Ivory,Thick Flat - Pastel Brown,Crystal - Amber Brown,Wave Rounded - Pale Ivory,Fat Straights - Pastel Brown,Naturally Chic,Neo - Navy Blue and Black,Twin-DR - Emrald Green and Black,,,,,,,,,,,
ETH,120,https://ik.imagekit.io/xanalia/breaking-down/v5/0033.png,Rogue,57,54,63,58,53,72,357,Ivory,Straight - Dark Brown,Natural - Ice Grey,Thin Confident - Ivory,Elegant - Dark Brown,Teddy Bear,,,Ban - Green,High Fit,,,,,,,,,
ETH,121,https://ik.imagekit.io/xanalia/breaking-down/v10/0329.png,Killer,58,53,74,47,62,63,357,Golden Brown,Point Flat Bulky - Pastel Brown,Mermaid - Emrald Green,Low Flat - Golden Brown,Slicked Right - Pastel Brown,Chocolate Berries,,,Satoru - Sea Green,Double Capsure,,,,,,,,,
ETH,122,https://ik.imagekit.io/xanalia/breaking-down/v5/0001.png,Rogue,64,47,62,59,52,73,357,Ivory,Mid Wave - Golden,Natural - Aqua,Wave Rounded - Ivory,Spikes Top - Golden,Teddy Bear,,,Satoru - Sea Green,Sneakers,,,,,,,,,
ETH,123,https://ik.imagekit.io/xanalia/breaking-down/v5/0387.png,Phoenix,48,63,48,73,60,65,357,Almond,Wide Rounded - Bronze,Crystal - Jade Green,Narrow Pointy - Almond,Front Waves - Bronze,Candied Toffees,Dark Combat - Magenta and Black,Dark Funk - Cerulean Blue and White,,,,,,,,,,,
ETH,124,https://ik.imagekit.io/xanalia/breaking-down/v1/0205.png,Brawler,53,58,57,64,65,60,357,Umber,Soft Angled - Golden,Mermaid - Hazel Brown,Normal State - Umber,Elegant Fade - Golden,Madrid Deep,Double-X - Orange and Black,Class Gold - Dark Magenta and Black,,,,,,,,,,,
ETH,125,https://ik.imagekit.io/xanalia/breaking-down/v10/0242.png,Infiltrator,60,51,48,73,56,69,357,Sienna,Fat Flat - Golden,Medallion - Blue,Innocence - Sienna,Spikes - Golden,Nude Creme,Dark Combat - Navy Blue and Black,Dark Strip - Bluish Purple and White,,,Narrow,,,,,,,,
ETH,126,https://ik.imagekit.io/xanalia/breaking-down/v4/0077.png,Unstoppable,62,49,72,49,70,51,353,Porcelean,Thin Flat - Brownish Orange,Mermaid - Ice Grey,Round Flat - Porcelean,Slicked Right - Brownish Orange,Double Espresso,Blaze - Green and Black,Dark Strip - Black and White,,,Thin Curve,Grim,,Round Twist,,,Phoenix,,
ETH,127,https://ik.imagekit.io/xanalia/breaking-down/v15/0052.png,Killer,55,56,75,46,63,62,357,Golden Brown,Slight Rounded - Brownish Orange,Mermaid - Emrald Green,Normal - Golden Brown,Elegant Fade - Brownish Orange,Chocolate Berries,,,Nuribou - Blue,Casual Sneakers,,,,,,,,,
ETH,128,https://ik.imagekit.io/xanalia/breaking-down/v9/0044.png,Brawler,64,47,82,39,70,55,357,Umber,Low Curved - Pale Brown,Mermaid - Ice Grey,Innocence - Umber,Front Spikes - Pale Brown,Madrid Deep,,,Lida - Silver,Casual Sneakers,,,,,,,,,
ETH,129,https://ik.imagekit.io/xanalia/breaking-down/v2/0218.png,Juggernaut,54,57,58,63,66,57,355,Burgundy,Mid Bulky - Bronze,Medallion - Emrald Green,Thick Angled - Burgundy,Full Slicked Back - Bronze,Rasp Wicked,Alpha - Yellow and Black,Neo-P - Yellowish Green and Black,,,,,,,,,,,
ETH,130,https://ik.imagekit.io/xanalia/breaking-down/v6/0212.png,Phoenix,60,51,66,55,58,67,357,Almond,Thick Rounded - Pinkish Red,Mermaid - Brown,Wave Rounded - Almond,Dreadlock - Pinkish Red,Candied Toffees,,,Urita - Blues Green,Sporty,,,,,,,,,
ETH,131,https://ik.imagekit.io/xanalia/breaking-down/v3/0396.png,Berserker,58,53,62,59,70,51,353,Sand,Thick Rounded - Black,Crystal - Amber Brown,Low Rounded - Sand,Waves - Black,Bronze Beauty,Neo-G - Green and Black,W B R - Red and Black,,,,,,,,,,,
ETH,132,https://ik.imagekit.io/xanalia/breaking-down/v13/0284.png,Juggernaut,61,50,83,38,71,52,355,Burgundy,Thin Flat - Silver,Crystal - Ice Grey,Nervous - Burgundy,Full Slicked Back - Silver,Rasp Wicked,,,Komeo - Red,Double Capsure,,Leo,,,,,,,
ETH,133,https://ik.imagekit.io/xanalia/breaking-down/v8/0341.png,Juggernaut,55,56,81,40,59,64,355,Burgundy,Wide Rounded - Brownish Orange,Medallion - Blue,Mid Angled - Burgundy,Slicked Right - Brownish Orange,Rasp Wicked,,,3 Piece Suite - Turquoise,Joggers High,,,Inferno,,,Pointy Round,,,
ETH,134,https://ik.imagekit.io/xanalia/breaking-down/v7/0364.png,Commando,60,51,64,57,72,53,357,Cacao,Mid Wave - Brownish Orange,Mermaid - Brown,High Flat - Cacao,Front Spikes - Brownish Orange,Unicorn blood,Neo-G - Sea green and Black,Dark Funk - Maroon Red and White,,,,,,,,,,,
ETH,135,https://ik.imagekit.io/xanalia/breaking-down/v13/0251.png,Unstoppable,56,55,48,73,60,61,353,Porcelean,Slight Flat - Pinkish Red,Natural - Gemstone Green,Focused - Porcelean,Short Wild - Pinkish Red,Double Espresso,Blaze - Magenta and Black,Neo-Y - Red and Black,,,Thin,,,,,,,,
ETH,136,https://ik.imagekit.io/xanalia/breaking-down/v4/0346.png,Unstoppable,57,54,73,48,65,56,353,Porcelean,Wide Flat Cut - Dark Brown,Crystal - Amber Brown,Focused - Porcelean,Waves - Dark Brown,Double Espresso,,,Tornado - Purple,Sneakers,Thin,Feathered,Wave Kunai,,,,,,
ETH,137,https://ik.imagekit.io/xanalia/breaking-down/v2/0186.png,Brawler,47,64,61,60,49,76,357,Umber,Medium Flat - Pale Brown,Natural - Ice Grey,Thick Rounded - Umber,Slicked Right - Pale Brown,Madrid Deep,,,Ban - Dark Black,Run Strip,,,,,,,,,
ETH,138,https://ik.imagekit.io/xanalia/breaking-down/v14/0424.png,Unstoppable,69,42,65,56,57,64,353,Porcelean,Angry - Golden,Medallion - Hazel Brown,Wide Focused - Porcelean,Decent - Golden,Double Espresso,,,Lida - Silver,Sporty,Short Low,,,,,,,,
ETH,139,https://ik.imagekit.io/xanalia/breaking-down/v15/0160.png,Commando,65,46,61,60,49,76,357,Cacao,Mid Flat - Silver,Crystal - Hazel Brown,Normal Open - Cacao,Mid Height - Silver,Unicorn blood,,,Nuribou - Purple,Run Strip,,,,,,,,,
ETH,140,https://ik.imagekit.io/xanalia/breaking-down/v12/0061.png,Juggernaut,55,56,67,54,73,50,355,Burgundy,Narrow Rounded - Bronze,Medallion - Emrald Green,Action Ready - Burgundy,Wild Spikes - Bronze,Rasp Wicked,Strips - Green and Black,Thin Strip - Bluish Purple and White,,,,Fairy,ZigZag,,Aviator - Brown,,Twin Phoenix,,Polyloop
ETH,141,https://ik.imagekit.io/xanalia/breaking-down/v4/0003.png,Warrior,53,58,65,56,57,66,355,Pale Ivory,Fat Flat - Brownish Orange,Mermaid - Emrald Green,Calm - Pale Ivory,Decent - Brownish Orange,Naturally Chic,,,Komeo - Red,Capsule,Low Flat,,,,,,,,
ETH,142,https://ik.imagekit.io/xanalia/breaking-down/v11/0012.png,Juggernaut,56,55,72,49,60,63,355,Burgundy,Mid Wave - Golden,Medallion - Emrald Green,Narrow Pointy - Burgundy,Front Waves - Golden,Rasp Wicked,,,Urita - Velvet Maroon,Joggers,,,,,,,,,
ETH,143,https://ik.imagekit.io/xanalia/breaking-down/v3/0321.png,Berserker,56,55,60,61,68,53,353,Sand,Low Curved - Pale Brown,Mermaid - Brown,Wavy - Sand,Waves - Pale Brown,Bronze Beauty,Highlight - Red and Black,Neo-Y - Black,,,,,,,,,,,
ETH,144,https://ik.imagekit.io/xanalia/breaking-down/v10/0244.png,Warrior,50,61,56,65,76,47,355,Pale Ivory,Straight - Dark Brown,Natural - Aqua,Low Rounded - Pale Ivory,Front Waves - Dark Brown,Naturally Chic,Strips - Purple and Black,Thin Strip - Cool Grey and White,,,,Leo,Dragon,Inferno,,,,Mustache Bearded,
ETH,145,https://ik.imagekit.io/xanalia/breaking-down/v11/0066.png,Berserker,65,46,49,72,57,64,353,Sand,Curve - Pale Brown,Crystal - Jade Green,Calm Flat - Sand,Elegant - Pale Brown,Bronze Beauty,Round Strip - Magenta and Black,Edge - Emrald Green and Black,,,Flat Down,,,,,,,,
ETH,146,https://ik.imagekit.io/xanalia/breaking-down/v8/0025.png,Unstoppable,71,40,61,60,53,68,353,Porcelean,Flat Edge - Pinkish Red,Natural - Hazel,Focused - Porcelean,Front Spikes - Pinkish Red,Double Espresso,,,Ban - Green,Sneakers,Thin,,,,,,,,
ETH,147,https://ik.imagekit.io/xanalia/breaking-down/v5/0258.png,Phoenix,55,56,55,66,67,58,357,Almond,Bulky Flat - Pastel Brown,Natural - Amber Brown,Low Flat - Almond,Slicked Back - Pastel Brown,Candied Toffees,Round Strip - Magenta and Black,Blazing - Purple and Black,,,,,,,,,,,
ETH,148,https://ik.imagekit.io/xanalia/breaking-down/v13/0079.png,Commando,68,43,80,41,62,63,357,Cacao,Mid Bulky Flat - Golden,Natural - Ice Grey,Action Ready - Cacao,Fat Straights - Golden,Unicorn blood,,,Komeo - Red,Joggers High,,,Dragon,Polyzig,,,,,
ETH,149,https://ik.imagekit.io/xanalia/breaking-down/v11/0354.png,Infiltrator,49,62,53,68,61,64,357,Sienna,Point Flat Bulky - Silver,Mermaid - Emrald Green,Thick Angled - Sienna,Fat Straights - Silver,Nude Creme,Highlight - Red and Black,W B R - Yellowish Green and Black,,,,,,,,,,,
ETH,150,https://ik.imagekit.io/xanalia/breaking-down/v5/0095.png,Brawler,32,79,62,59,40,85,357,Umber,Slight Flat - Dark Brown,Natural - Gemstone Green,Flat - Umber,Full Slicked Back - Dark Brown,Madrid Deep,,,3 Piece Suite - Green,Double Capsure,,,,Wave Kunai,Funky - Yellow,Pointy Round,,,
ETH,151,https://ik.imagekit.io/xanalia/breaking-down/v2/0315.png,Berserker,53,58,93,28,75,46,353,Sand,Bulky Flat - Golden,Medallion - Ice Grey,Nervous - Sand,Dreadlock - Golden,Bronze Beauty,,,Masao - Red,Sneakers High,,Fairy,Wolf Spirit,,Straight Line - Golden Black,Pointy Round,,,
ETH,152,https://ik.imagekit.io/xanalia/breaking-down/v4/0216.png,Brawler,64,47,68,53,76,49,357,Umber,Narrow Curved - Dark Brown,Medallion - Ice Grey,Round Flat - Umber,Dreadlock Long - Dark Brown,Madrid Deep,Neo - Red and Black,Neo-P - Bluish Purple and Black,,,,,,,,,,,
ETH,153,https://ik.imagekit.io/xanalia/breaking-down/v1/0404.png,Killer,74,37,70,51,86,39,357,Golden Brown,Flat Curve - Dark Brown,Medallion - Ice Grey,Thin Confident - Golden Brown,Long Spikes - Dark Brown,Chocolate Berries,Dark Combat - Red and Black,W B R - Black and White,,,,,Dragon,,Funky - Yellow,,,,
ETH,154,https://ik.imagekit.io/xanalia/breaking-down/v4/0345.png,Warrior,52,59,64,57,56,67,355,Pale Ivory,Mid Flat - Pinkish Red,Medallion - Emrald Green,Action Ready - Pale Ivory,Long Front Wave - Pinkish Red,Naturally Chic,,,Komeo - Yellow,Capsule,,,,,,,,,
ETH,155,https://ik.imagekit.io/xanalia/breaking-down/v10/0334.png,Unstoppable,50,61,46,75,58,63,353,Porcelean,Extra Wide Flat Edge - Dark Brown,Mermaid - Brown,Low Rounded - Porcelean,Short Wild - Dark Brown,Double Espresso,Round Strip - Red and Black,Blazing - Orangish Yellow and Black,,,,,,,,,,,
ETH,156,https://ik.imagekit.io/xanalia/breaking-down/v1/0343.png,Unstoppable,70,41,64,57,76,45,353,Porcelean,Curve - Pastel Brown,Natural - Ice Grey,Calm - Porcelean,Spikes - Pastel Brown,Double Espresso,Neo - Red and Black,Bloody-R - Bluish Purple and Black,,,Low Flat,,,,,,,,
ETH,157,https://ik.imagekit.io/xanalia/breaking-down/v5/0399.png,Killer,60,51,64,57,72,53,357,Golden Brown,Narrow Curved - Bronze,Medallion - Ice Grey,Mid Rounded - Golden Brown,Spikes - Bronze,Chocolate Berries,Dark Combat - Navy Blue and Black,Thin Strip - Bluish Purple and White,,,,,,,,,,,
ETH,158,https://ik.imagekit.io/xanalia/breaking-down/v3/0196.png,Brawler,53,58,59,62,47,78,357,Umber,Soft Angled - Pale Brown,Mermaid - Brown,High Flat - Umber,Slicked Back - Pale Brown,Madrid Deep,,,Lida - Walnut Bown,Sporty,,,,,,,,,
ETH,159,https://ik.imagekit.io/xanalia/breaking-down/v13/0074.png,Rogue,61,50,45,76,55,70,357,Ivory,Mid Bulky - Pale Brown,Natural - Aqua,Sleepy - Ivory,Long Front Wave - Pale Brown,Teddy Bear,Double-X - Purple and Black,Silver Shine - Cool Grey and Silver,,,Low Curve,,,,,,,,
ETH,160,https://ik.imagekit.io/xanalia/breaking-down/v10/0166.png,Berserker,55,56,49,72,57,64,353,Sand,Narrow Curved - Black,Crystal - Jade Green,Normal Open - Sand,Short Wild - Black,Bronze Beauty,Alpha - Royal Blue and Black,Dark Strip - Hot Pink and White,,,High Rounded,,,,,,,,
ETH,161,https://ik.imagekit.io/xanalia/breaking-down/v5/0063.png,Juggernaut,39,72,47,74,55,68,355,Burgundy,Low Curved - Dark Brown,Natural - Gemstone Green,Confident - Burgundy,Side Straight Mid - Dark Brown,Rasp Wicked,Highlight - Purple and Black,Dark Strip - Black and White,,,,Leo,ZigZag,,,,,,
ETH,162,https://ik.imagekit.io/xanalia/breaking-down/v8/0169.png,Commando,54,57,58,63,66,59,357,Cacao,Mid Bulky - Pinkish Red,Crystal - Amber Brown,Sharp - Cacao,Slicked Back - Pinkish Red,Unicorn blood,Alpha - Royal Blue and Black,Neo-P - Cerulean Blue and Black,,,,,,,,,,,
ETH,163,https://ik.imagekit.io/xanalia/breaking-down/v4/0400.png,Rogue,51,60,57,64,35,90,357,Ivory,Curve - Pale Brown,Crystal - Amber Brown,Mid Rounded - Ivory,Side Straight Mid - Pale Brown,Teddy Bear,,,Urita - Light Navy Blue,Funky,Half Round,Twin Wings,,Royal Dragon,,,,,
ETH,164,https://ik.imagekit.io/xanalia/breaking-down/v14/0134.png,Commando,64,47,74,47,62,63,357,Cacao,Thin High Flat - Black,Medallion - Blue,Thick Rounded - Cacao,Long Spikes - Black,Unicorn blood,,,Lida - Antique Bronze,Formal,,,Inferno,,,,,,
ETH,165,https://ik.imagekit.io/xanalia/breaking-down/v8/0419.png,Brawler,61,50,49,72,61,64,357,Umber,Wide Flat Cut - Silver,Medallion - Emrald Green,Low Flat - Umber,Short Wild - Silver,Madrid Deep,Dark Combat - Green and Black,Dark Funk - Deep Red and White,,,,,,,Clean - Black,,Angel,,Polyloop
